username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
albertheon22;2017-04-01 14:37;0;0;"ESPN Anchor complains of ill-treatment by crew members on a SpiceJet flight http:// celebsion.com/?p=17003&cm=tw t&t=txJbtkVGNN …";;;;"848099583582449664";https://twitter.com/albertheon22/status/848099583582449664
yespunjab;2017-04-01 11:17;0;0;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/Lw3dpRa3NN";;;#SpiceJet;"848049197471367168";https://twitter.com/yespunjab/status/848049197471367168
BawaHS;2017-04-01 11:17;0;0;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/4tU80pR6I4";;;#SpiceJet;"848049196523556864";https://twitter.com/BawaHS/status/848049196523556864
PlanesIndia;2017-04-01 09:00;0;2;"Photo of FlagOff Ceremony at - Surat Airport on Inaugural Flight of Spicejet To Delhi ! Boeing 737-800 | VT-SZI... http:// fb.me/1s6kH5zpi";;;;"848014574062190592";https://twitter.com/PlanesIndia/status/848014574062190592
InvGurInd;2017-04-01 01:15;0;0;"Ruckus after #SpiceJetflight is cancelled http:// ow.ly/eDGn30aqEYp #AviationSector #StockMarket pic.twitter.com/TEzoSnzkFF";;;#SpiceJetflight #AviationSector #StockMarket;"847897589626351621";https://twitter.com/InvGurInd/status/847897589626351621
VishvaTimes;2017-04-01 00:40;0;0;"Ruckus after SpiceJet flight is cancelled http:// ow.ly/sTsL30aqDua #Business #Friday #SpiceJet";;;#Business #Friday #SpiceJet;"847888795672485888";https://twitter.com/VishvaTimes/status/847888795672485888
flyspicejet;2017-03-31 22:06;0;0;"We sincerely regret the delay Nishant :( Your flight is about to depart soon.";;;;"847850149992943618";https://twitter.com/flyspicejet/status/847850149992943618
yespunjab;2017-03-31 19:17;0;1;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/kh2TWO7Vtg";;;#SpiceJet;"847807484911910914";https://twitter.com/yespunjab/status/847807484911910914
BawaHS;2017-03-31 19:17;1;1;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/l1lQ0doQAn";;;#SpiceJet;"847807484454723584";https://twitter.com/BawaHS/status/847807484454723584
Top10Stocks2Buy;2017-03-31 16:56;0;0;"Ruckus after SpiceJet flight is cancelled ACTIVATE FREE #STOCK TIPS FOR TOMORROW JUST VISIT HERE -goo.gl/ywBFZH OR MISS CALL @7879881122";;@7879881122;#STOCK;"847772125779898368";https://twitter.com/Top10Stocks2Buy/status/847772125779898368
Elvin_AAP;2017-03-31 16:14;0;0;"Flight number SG 169 @SpiceJet is 15 minutes late to take off... ?";;@SpiceJet;;"847761597682425857";https://twitter.com/Elvin_AAP/status/847761597682425857
BawaHS;2017-03-31 15:37;0;0;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/CjYjBlBXCt";;;#SpiceJet;"847752125702471681";https://twitter.com/BawaHS/status/847752125702471681
yespunjab;2017-03-31 15:37;0;2;"Ruckus as cancellation of #SpiceJet flight leaves 178 people stranded http:// ow.ly/PttY30aqOiQ pic.twitter.com/CwM6bIFniF";;;#SpiceJet;"847752125656334336";https://twitter.com/yespunjab/status/847752125656334336
yespunjab;2017-03-31 15:29;0;0;"#Ruckus after #SpiceJet flight is cancelled http:// ow.ly/ZNlw30aqNGY pic.twitter.com/aiIB9Voznk";;;#Ruckus #SpiceJet;"847750230216916992";https://twitter.com/yespunjab/status/847750230216916992
BawaHS;2017-03-31 15:29;0;0;"#Ruckus after #SpiceJet flight is cancelled http:// ow.ly/ZNlw30aqNGY pic.twitter.com/haO5dl76mS";;;#Ruckus #SpiceJet;"847750229474529280";https://twitter.com/BawaHS/status/847750229474529280
ashlamandez19;2017-03-31 14:32;0;0;"ESPN Anchor complains of ill-treatment by crew members on a SpiceJet flight http:// viralolife.com/?p=17003&cm=tw t&t=UYvFcsEUog …";;;;"847735929150218241";https://twitter.com/ashlamandez19/status/847735929150218241
hyderabadtimes;2017-03-31 14:27;0;0;"Cancelled SpiceJet flight irks passengers http:// dlvr.it/NmSPKw";;;;"847734504617680897";https://twitter.com/hyderabadtimes/status/847734504617680897
jobokuruvilla;2017-03-31 14:11;0;0;"Cancelled SpiceJet flight irks passengers https:// goo.gl/z2Tez6 via @Oneindia #IndiaNews pic.twitter.com/aJS3yDliye";;@Oneindia;#IndiaNews;"847730475758006272";https://twitter.com/jobokuruvilla/status/847730475758006272
newsbuckets;2017-03-31 14:03;0;0;"Cancelled SpiceJet flight irks passengers http://www. newsbuckets.com/cancelled-spic ejet-flight-irks-passengers/ … pic.twitter.com/bypkZ5xwye";;;;"847728630176272388";https://twitter.com/newsbuckets/status/847728630176272388
InvGurInd;2017-03-31 14:00;0;0;"Ruckus after #SpiceJetflight is cancelled http:// ow.ly/eDGn30aqEYp #AviationSector #StockMarket pic.twitter.com/rR83oIIyje";;;#SpiceJetflight #AviationSector #StockMarket;"847727884877701120";https://twitter.com/InvGurInd/status/847727884877701120
VishvaTimes;2017-03-31 13:44;0;0;"Ruckus after SpiceJet flight is cancelled http:// ow.ly/sTsL30aqDua #Business #Friday #SpiceJet pic.twitter.com/afUJ6ixpu2";;;#Business #Friday #SpiceJet;"847723841547755521";https://twitter.com/VishvaTimes/status/847723841547755521
BenjaminJacobG;2017-03-31 10:35;0;0;"Pls help/redirect me to the right people who can help retrieve this. I was on the SpiceJet 5.50pm flight on 30Mar2017. Appreciate the help";;;;"847676173249159168";https://twitter.com/BenjaminJacobG/status/847676173249159168
ronakheda96;2017-03-31 07:42;0;0;"Spicejet flight 704 delayed by 2 hours. It shows lack of commitment ! Lack of commitment ! People all here are frustrated @flyspicejet";;@flyspicejet;;"847632633303412737";https://twitter.com/ronakheda96/status/847632633303412737
firstpost;2017-03-31 07:41;11;17;"#UDAN takes off: 5 airlines to fly 128 routes, link 70 airports; first flight next month http:// bit.ly/2nQJtC5 @SpiceJet pic.twitter.com/pgIRMaZ5e7";;@SpiceJet;#UDAN;"847632368638742529";https://twitter.com/firstpost/status/847632368638742529
Sachinmhow;2017-03-31 01:00;0;0;"@SushmaSwaraj didi. my family wad coming through spicejet sg-14 flight on 27-03-17 morning at 6:30 from dubai.wife lost her gold pendent.";;@SushmaSwaraj;;"847531528150298626";https://twitter.com/Sachinmhow/status/847531528150298626
MGA_sonu;2017-03-30 23:55;0;0;"Ticket details Dear SpiceJet customer (PNR-SD4YNN): Your flight dated 30-Mar-17 . Kindly ask airline for refund entire amt";;;;"847515189390061573";https://twitter.com/MGA_sonu/status/847515189390061573
udaybhanu12;2017-03-30 21:48;0;0;"@ame_ajay they talk about customer has harassed flight attended but what about spicejet is harassing passenger to cancel the ticket.";;@ame_ajay;;"847483226343981057";https://twitter.com/udaybhanu12/status/847483226343981057
Swannytome;2017-03-30 17:53;0;0;"This month, SpiceJet flight forced to make an emergency landing due to an “unbearable” smell coming out of the bathroom and into the cockpit https:// twitter.com/TravelLeisure/ status/847421923944300546 …";;;;"847424093070610438";https://twitter.com/Swannytome/status/847424093070610438
Mohan_S_Negi;2017-03-30 16:34;0;0;"@Ashok_Gajapathi :Help in gtng refund from spicejet . flight delay by airline for their personal http:// benefit.Business loss to me.PNR:DFRJFB";;@Ashok_Gajapathi;;"847404144981819393";https://twitter.com/Mohan_S_Negi/status/847404144981819393
MGA_sonu;2017-03-30 15:43;0;0;"Ticket details Dear SpiceJet customer (PNR-SD4YNN): Your flight dated 30-Mar-17 from Delhi is on schedule.";;;;"847391324609232896";https://twitter.com/MGA_sonu/status/847391324609232896
ayush_abhijeet;2017-03-30 15:04;0;0;"PNR V9CZMZ. I paid for flight + I paid for pre-booked meal. Wht did Spicejet giv me? Pls check. And pls train cstmr srvcs bttr.";;;;"847381445718843393";https://twitter.com/ayush_abhijeet/status/847381445718843393
BTVI;2017-03-30 13:48;2;1;"Aviation Secretary: Awards SpiceJet With 11 Routes; 50% Seats Under RCS For 1 Hour Flight To Be Available Under Rs 2,500 pic.twitter.com/zdyLJEZjYZ";;;;"847362330702757888";https://twitter.com/BTVI/status/847362330702757888
someshjha7;2017-03-30 12:56;0;0;"Alliance Air, SpiceJet , Turbo Megha, Air Deccan, Air Odisha win bid to operate regional flights. Each flight costs Rs 2500/hour @the_hindu";;@the_hindu;;"847349313315287042";https://twitter.com/someshjha7/status/847349313315287042
BTViNews;2017-03-30 12:28;0;0;"Sources To Cogencis: SpiceJet To Fly On 6 Routes Under Regional Flight Plan";;;;"847342145774133250";https://twitter.com/BTViNews/status/847342145774133250
vivekch54180904;2017-03-29 06:17;0;0;"@flyspicejet when do we get to see spicejet flying in and out of agra. Atleast a flight to BOM and DEL would save lot of time of travellers.";;@flyspicejet;;"846886583554977792";https://twitter.com/vivekch54180904/status/846886583554977792
ravi2100;2017-03-29 00:37;0;0;"Do you compensate the passengers if any of spicejet flight is delayed by even 2 minutes?";;;;"846801037981728768";https://twitter.com/ravi2100/status/846801037981728768
ArjariaNimish;2017-03-28 18:07;0;0;"yes SIR JABALPUR FLIGHT JBPL TO NEW DELHI .I KNOW ABOUT THAT BUS AND VVIP TREATMENT TO PARLIAMENTARIANS BUT U TOLD NO TO SPICEJET .";;;;"846702789573185536";https://twitter.com/ArjariaNimish/status/846702789573185536
sanjeev82841314;2017-03-28 15:36;0;0;"Missing of Bag in spicejet , Bangalore to Delhi on 21-01-2017. The Flight No's SG474 Pnr No:X9FWGJ . Sanjeev mishra";;;;"846664684572946432";https://twitter.com/sanjeev82841314/status/846664684572946432
sanjayezhava;2017-03-28 12:47;15;18;"With FlySpiceJet CMD @Ajay singh at Surat Airport, #SpiceJet inaugural flight to #Delhi http:// fb.me/5VNIOrsvo";;@Ajay;#SpiceJet #Delhi;"846622242276487169";https://twitter.com/sanjayezhava/status/846622242276487169
krishflight;2017-03-27 20:58;0;0;"SpiceJet operated a special flight for 50 underprivileged children with the Rotary Club of Chandigarh. http://www. indiablooms.com/ibns_new/life- details/L/2684/spicejet-spreads-joy-to-50-underprivileged-children-through-givingwingstodreams.html …";;;;"846383473426219008";https://twitter.com/krishflight/status/846383473426219008
MadhurimaSing11;2017-03-27 19:45;0;0;"@flyspicejet @awcoa @consumerforum_ @Delhi_Airport #worst airlines #spicejet . Deliberately made people miss flight , to forfeit their money";;@flyspicejet @awcoa @consumerforum_ @Delhi_Airport;#worst #spicejet;"846365097278754816";https://twitter.com/MadhurimaSing11/status/846365097278754816
ND_PRimex;2017-03-27 18:34;0;0;"SpiceJet flags off daily direct flight between Surat and Delhi: http:// youtu.be/diVLheB4Wsg?a via @YouTube";;@YouTube;;"846347209503223809";https://twitter.com/ND_PRimex/status/846347209503223809
ND_PRimex;2017-03-27 18:34;0;0;"SpiceJet flags off daily direct flight between Surat and Delhi http:// youtu.be/NF5fJd47_II?a";;;;"846347095959232512";https://twitter.com/ND_PRimex/status/846347095959232512
ND_PRimex;2017-03-27 18:31;0;0;"SpiceJet flags off daily direct flight between Surat and Delhi http:// youtu.be/hcN9fetQFdA?a";;;;"846346405090213888";https://twitter.com/ND_PRimex/status/846346405090213888
sangitasingh587;2017-03-27 18:00;0;0;"@flyspicejet i missed my flight today to bangalore because of spicejet supervisor";;@flyspicejet;;"846338597573869568";https://twitter.com/sangitasingh587/status/846338597573869568
bayambe_santhu;2017-03-27 17:32;0;0;"@flyspicejet @Ashok_Gajapathi @UIDAI SpiceJet customer care informed me E Aadhar is not a valid ID for domestic flight contradicting UIDAI.";;@flyspicejet @Ashok_Gajapathi @UIDAI;;"846331560815017984";https://twitter.com/bayambe_santhu/status/846331560815017984
NEWSCHANEL1;2017-03-27 14:08;0;0;"SPICEJET NI FLIGHT SHARU https:// youtu.be/UMaSlYn42C4 via @YouTube";;@YouTube;;"846280136630591488";https://twitter.com/NEWSCHANEL1/status/846280136630591488
SunOfGan;2017-03-27 12:19;0;0;"Is this mistake by @google or @spicejet . Flight hasnt departed yet. Still in runway pic.twitter.com/PTVVOoPZto";;@google @spicejet;;"846252839210921984";https://twitter.com/SunOfGan/status/846252839210921984
BJP4udhana;2017-03-27 11:22;0;2;"Inaugural ceremony of New Daily SpiceJet Flight between Surat-Delhi, 2 times a day by Hon. MoS Civil Aviation Shri @jayantsinha ji. https:// twitter.com/DarshanaJardos h/status/846218966028701696 …";;@jayantsinha;;"846238411279273984";https://twitter.com/BJP4udhana/status/846238411279273984
ND_PRimex;2017-03-27 10:27;0;0;"SpiceJet Delhi-Surat flight that hit a buffalo two years ago set to relaunch in March https:// goo.gl/AYmVt6 via @NewIndianXpress";;@NewIndianXpress;;"846224715064709120";https://twitter.com/ND_PRimex/status/846224715064709120
ND_PRimex;2017-03-27 10:27;0;0;"SpiceJet Delhi-Surat flight that hit a buffalo two years ago set to relaunch in March http:// fb.me/6e7CfqZy8";;;;"846224622991409152";https://twitter.com/ND_PRimex/status/846224622991409152
ND_PRimex;2017-03-27 10:18;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http:// indianexpress.com/article/busine ss/aviation/spicejet-launches-daily-direct-flight-from-kolkata-to-dhaka/ … via @IndianExpress";;@IndianExpress;;"846222466775166976";https://twitter.com/ND_PRimex/status/846222466775166976
ND_PRimex;2017-03-27 10:18;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http:// fb.me/1VRQgBdnI";;;;"846222419249561600";https://twitter.com/ND_PRimex/status/846222419249561600
DarshanaJardosh;2017-03-27 10:04;12;41;"Inaugural ceremony of New Daily SpiceJet Flight between Surat-Delhi, 2 times a day by Hon. MoS Civil Aviation Shri @jayantsinha ji. pic.twitter.com/Ez1u0e1FyF";;@jayantsinha;;"846218966028701696";https://twitter.com/DarshanaJardosh/status/846218966028701696
i_am_mehraz;2017-03-27 02:34;0;0;"Worst airlines in India #spicejet @flyspicejet ..... yesterday my flight from hyd to chennai for delayed by 4hrs ....";;@flyspicejet;#spicejet;"846105655442329600";https://twitter.com/i_am_mehraz/status/846105655442329600
vizag_airport;2017-03-26 22:52;0;0;"Morning flight to Mumbai via Hyderabad by Indigo and spicejet will resume from 1st May 2017 sir.";;;;"846049662062772224";https://twitter.com/vizag_airport/status/846049662062772224
arindampalit_29;2017-03-26 21:01;0;0;"@spicejet flight 253 from del to ccu....20 mins still no bags on the conveyor!!!! pic.twitter.com/1omBL7ScuG";;@spicejet;;"846021788479959040";https://twitter.com/arindampalit_29/status/846021788479959040
lineshshah;2017-03-26 19:35;2;4;"I liked a @YouTube video http:// youtu.be/milBWfFK4HI?a New flight SpiceJet arrives at Surat Airport and gets Water Cannon Salute";;@YouTube;;"846000105257943040";https://twitter.com/lineshshah/status/846000105257943040
hashsurat;2017-03-26 16:26;0;0;"SpiceJet launches flight to Surat from Delhi - Outlook India http:// ift.tt/2n6HyGv #Surat #SuratNews";;;#Surat #SuratNews;"845952493179850754";https://twitter.com/hashsurat/status/845952493179850754
ND_PRimex;2017-03-26 16:04;0;0;"#SpiceJet #flags #off #daily #direct #flight #between #Surat #and #Delhi #Primex #Eventology http:// fb.me/16np5ghQT";;;#SpiceJet #flags #off #daily #direct #flight #between #Surat #and #Delhi #Primex #Eventology;"845947104174358528";https://twitter.com/ND_PRimex/status/845947104174358528
ND_PRimex;2017-03-26 16:03;0;0;"SpiceJet flags off daily direct flight between Surat and Delhi SpiceJet , the country’s favourite low-cost... http:// fb.me/8rBzEPZEu";;;;"845946797797236736";https://twitter.com/ND_PRimex/status/845946797797236736
MLASangitaPatil;2017-03-26 15:36;8;45;"Today New spicejet flight start from Surat to Delhi pic.twitter.com/5QqCjp2b6g";;;;"845940102492753920";https://twitter.com/MLASangitaPatil/status/845940102492753920
davidleewvnews;2017-03-26 15:15;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka - SpiceJet has launched its 7th international desti... http:// ow.ly/prRh50ar3DO";;;;"845934750070136832";https://twitter.com/davidleewvnews/status/845934750070136832
shukla_tarun;2017-03-26 15:04;5;13;"SpiceJet plane launching daily Delhi - Surat flight at Surat. #737 #nonstop #aviation #avgeek @PMOIndia pic.twitter.com/JGUZGMpD18";;@PMOIndia;#737 #nonstop #aviation #avgeek;"845932006944976896";https://twitter.com/shukla_tarun/status/845932006944976896
sandeshnews;2017-03-26 14:52;0;3;"Spicejet flight started from surat airport ॥ Sandesh News: http:// youtu.be/yH95KaUay4s?a via @YouTube";;@YouTube;;"845928901109043202";https://twitter.com/sandeshnews/status/845928901109043202
CRPaatil;2017-03-26 13:16;12;42;"Inaugural ceremony of New Daily SpiceJet Flight Surat - Delhi by Hon. MoS Civil Aviation Shri @jayantsinha ji at Surat! pic.twitter.com/htXgbFgLwI";;@jayantsinha;;"845904668375044101";https://twitter.com/CRPaatil/status/845904668375044101
awesummly;2017-03-25 23:13;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http://www. awesummly.com/news/3333282 #business #news pic.twitter.com/j0JjbQT1Km";;;#business #news;"845692520940027905";https://twitter.com/awesummly/status/845692520940027905
Harish_ynwa;2017-03-25 13:00;0;0;"#SpiceJet - an airline which has never sold flight tickets less than Rs 799/- #farce";;;#SpiceJet #farce;"845538401097072640";https://twitter.com/Harish_ynwa/status/845538401097072640
Mersal_Karthik;2017-03-25 12:46;0;0;"unga network flight dane ithu??? #spicejet #sunnetwork";;;#spicejet #sunnetwork;"845534741893988352";https://twitter.com/Mersal_Karthik/status/845534741893988352
cruisingheights;2017-03-25 11:04;0;1;"SpiceJet Delhi-Surat flight set to relaunch on March 26 @flyspicejet https:// goo.gl/AYmVt6";;@flyspicejet;;"845509100817567744";https://twitter.com/cruisingheights/status/845509100817567744
awesummly;2017-03-24 22:58;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http://www. awesummly.com/news/3320379 #business #news pic.twitter.com/ljLpkNvgrH";;;#business #news;"845326449363996672";https://twitter.com/awesummly/status/845326449363996672
a1amarpatel;2017-03-24 22:49;0;0;"@flyspicejet thankful 2 spicejet team & crew (yogita & other, not able to recall name) of flight 524 for super service & before time arrival";;@flyspicejet;;"845324202962014208";https://twitter.com/a1amarpatel/status/845324202962014208
RavindraSoni1;2017-03-24 15:07;0;0;"SpiceJet Launches Daily Direct Flight From Kolkata To Dhaka http:// businessfortnight.com/spicejet-launc hes-daily-direct-flight-kolkata-dhaka/ … pic.twitter.com/sUqAnuALdI";;;;"845207897500012544";https://twitter.com/RavindraSoni1/status/845207897500012544
MoncyJohn;2017-03-24 13:14;0;0;"New Direct #SpiceJet flight from #Trivandrum to #Delhi and return effective 15April2017. pic.twitter.com/c344hpwDg1";;;#SpiceJet #Trivandrum #Delhi;"845179483791380482";https://twitter.com/MoncyJohn/status/845179483791380482
mukki_k;2017-03-24 12:43;0;0;"@ame_ajay @flyspicejet Spicejet suddenly changed the flight timings by 50 mins, and now asking for penalty to change flight - WTF!";;@ame_ajay @flyspicejet;;"845171759506636801";https://twitter.com/mukki_k/status/845171759506636801
IndianCorpNews;2017-03-24 12:26;0;0;"#Business #india SpiceJet Launches Daily Direct Flight From Kolkata To Dhaka http:// bit.ly/2obwU1k";;;#Business #india;"845167310939680768";https://twitter.com/IndianCorpNews/status/845167310939680768
vishalgaurav79;2017-03-24 12:24;0;0;"SpiceJet Launches Daily Direct Flight From Kolkata To Dhaka http:// ift.tt/2nujH6G";;;;"845166939915804672";https://twitter.com/vishalgaurav79/status/845166939915804672
indiancommodity;2017-03-24 12:16;0;0;"SpiceJet starts daily direct flight services to Dhaka from Kolkata http:// ow.ly/T6v350aoyut";;;;"845164790674685952";https://twitter.com/indiancommodity/status/845164790674685952
NDTVProfit;2017-03-24 12:11;1;5;"SpiceJet Launches Daily Direct Flight From Kolkata To Dhaka http:// profit.ndtv.com/news/corporate s/article-spicejet-launches-daily-direct-flight-from-kolkata-to-dhaka-1672988 …";;;;"845163590185205761";https://twitter.com/NDTVProfit/status/845163590185205761
GokiaChangring;2017-03-24 09:50;0;0;"@spicejet - i have booked a flight ticket and there i have miss-spelled my name by one letter. So what do i do now?";;@spicejet;;"845128121200209920";https://twitter.com/GokiaChangring/status/845128121200209920
SpeedBird_NCL;2017-03-24 06:45;1;0;"SpiceJet Launches Daily Direct Flight From Kolkata To Dhaka - BW Businessworld: http:// ow.ly/KeFv30acRgP #Aviation #Airline #Airports";;;#Aviation #Airline #Airports;"845081499095515140";https://twitter.com/SpeedBird_NCL/status/845081499095515140
Asifiqb26096673;2017-03-23 23:30;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http:// indianexpress.com/article/busine ss/aviation/spicejet-launches-daily-direct-flight-from-kolkata-to-dhaka/ …";;;;"844972075555049472";https://twitter.com/Asifiqb26096673/status/844972075555049472
hashCalcutta;2017-03-23 23:28;0;0;"" SpiceJet launches daily direct flight from Kolkata to Dhaka - The Indian Express" http:// ift.tt/2nHNrNJ #Kolkata";;;#Kolkata;"844971685166170112";https://twitter.com/hashCalcutta/status/844971685166170112
awesummly;2017-03-23 22:49;0;0;"SpiceJet launches daily direct flight from Kolkata to Dhaka http://www. awesummly.com/news/3310728 #business #news";;;#business #news;"844961884226797572";https://twitter.com/awesummly/status/844961884226797572
flyspicejet;2017-03-23 21:53;0;0;": We regret the change in flight schedule. You may check for alternate options as per SpiceJet terms of carriage.";;;;"844947635941392385";https://twitter.com/flyspicejet/status/844947635941392385
KolkataInsider;2017-03-23 17:50;1;2;"Kolkata Insider: kolkata24x7 English: #Spicejet Launches First Daily Direct Flight From… http:// dlvr.it/Nj1wdj #Kolkata #KolkataInsider pic.twitter.com/GE4UMf6T9U";;;#Spicejet #Kolkata #KolkataInsider;"844886590769979392";https://twitter.com/KolkataInsider/status/844886590769979392
KolkataInsider;2017-03-23 17:19;0;0;"kolkata24x7 English: #Spicejet Launches First Daily Direct Flight From #KOLKATA To… http:// dlvr.it/Nj1GqJ #Kolkata #KolkataInsider pic.twitter.com/TaM52uVMut";;;#Spicejet #KOLKATA #Kolkata #KolkataInsider;"844878674247671809";https://twitter.com/KolkataInsider/status/844878674247671809
hashCalcutta;2017-03-23 15:28;1;2;"" SpiceJet launches first daily direct flight from Kolkata to Dhaka - Zee Business" http:// ift.tt/2mvrRwl #Kolkata";;;#Kolkata;"844850740447232004";https://twitter.com/hashCalcutta/status/844850740447232004
ZeeBusiness;2017-03-23 14:02;1;6;"SpiceJet launches first daily direct flight from Kolkata to Dhaka https:// goo.gl/lIlcX3";;;;"844829129342013441";https://twitter.com/ZeeBusiness/status/844829129342013441
BTViNews;2017-03-23 13:04;0;0;"Spicejet : Launches Direct Flight From Kolkata To Dhaka";;;;"844814486447972352";https://twitter.com/BTViNews/status/844814486447972352
aaikolairport;2017-03-23 06:15;4;25;"Inaugural Spicejet flight from Kolkata to Dhaka w.e.f. 23rd March. Daily departure at 0610 using a 78 seater Q400 aircraft. pic.twitter.com/VSGuqpo0wY";;;;"844711751232970752";https://twitter.com/aaikolairport/status/844711751232970752
sajit45;2017-03-22 23:32;0;0;"yes bro next time. But I want to suggest u never book spicejet flight otherwise u will become fool like me.";;;;"844610310715650048";https://twitter.com/sajit45/status/844610310715650048
Shashwat04;2017-03-22 20:49;0;0;"that too midway with the crew fighting over something amongst each other in front of psgrs. Flight was to depart 2/3 @flyspicejet #spicejet";;@flyspicejet;#spicejet;"844569169911701504";https://twitter.com/Shashwat04/status/844569169911701504
rubal_vilku;2017-03-22 19:22;0;0;"Horrible flight experience with SpiceJet airways-PNR-J5VEQS @flyspicejet pic.twitter.com/T6W6gIcQ9d";;@flyspicejet;;"844547436479696902";https://twitter.com/rubal_vilku/status/844547436479696902
sajit45;2017-03-22 15:03;0;0;"very bad without asking anything spicejet reshudle the flight time atleast once need to ask to the passenger also";;;;"844482084785680384";https://twitter.com/sajit45/status/844482084785680384
sajit45;2017-03-22 15:00;0;0;"@flyspicejet very bad without askng anytng how cn reschedule(pre) the flight fst need to ask cust i Will never book flight again in spicejet";;@flyspicejet;;"844481335649456128";https://twitter.com/sajit45/status/844481335649456128
mayankmayur123;2017-03-22 07:19;0;0;"@flyspicejet my baggage was damaged on Delhi bangalore flight on 19th Mar. I was told that someone will call me from spicejet . No calls yet";;@flyspicejet;;"844365281652703232";https://twitter.com/mayankmayur123/status/844365281652703232
reachaditya;2017-03-21 22:59;0;0;"I almost always fly Spicejet or Indigo. Almost every time I flew Jet, the flight was delayed.";;;;"844239462578163712";https://twitter.com/reachaditya/status/844239462578163712
tarunyc;2017-03-21 22:53;2;2;"who will travel in a 3 he flight to Delhi ?And why this sudden change when SpiceJet is starting stv(2/n)";;;;"844238165716193284";https://twitter.com/tarunyc/status/844238165716193284
sukumarhonkote;2017-03-21 20:29;0;0;"I booked a @IndiGo6E flight for my mother on @YatraOfficial to blr. While spicejet showed hand baggage only, indigo did not.";;@IndiGo6E @YatraOfficial;;"844201694506360832";https://twitter.com/sukumarhonkote/status/844201694506360832
Bugschinnu;2017-03-21 20:08;0;0;"SpiceJet Flight 467 on 10 APR";;;;"844196602864525312";https://twitter.com/Bugschinnu/status/844196602864525312
MediaMK;2017-03-20 05:59;0;0;"Wow, SpiceJet changed our flight 5 hours to flight time - we show up an hour to flight time - they now want us to buy new tickets at 210 USD";;;;"843620410436476929";https://twitter.com/MediaMK/status/843620410436476929
shergill_binder;2017-03-19 23:40;0;0;"@flyspicejet thanks spicejet for taking me home timely. This flight reached sooner than scheduled arrival. In pic spot cooling towers pic.twitter.com/BgU6u67xcT";;@flyspicejet;;"843525060321333248";https://twitter.com/shergill_binder/status/843525060321333248
Deal4Flight;2017-03-19 22:46;0;1;"#SpiceJet : Flat 7% discount on flight between India and Dubai. Book till 31st March and… http:// deal4flight.com/spicejet-flat- 7-discount-flight-india-dubai-book-till-31st-march-travel-till-30th-april/ … pic.twitter.com/sn6N3OSmFo";;;#SpiceJet;"843511510991233024";https://twitter.com/Deal4Flight/status/843511510991233024
DipenShah18;2017-03-18 11:26;0;1;"#SpiceJet #MorningFlight #flight 921 36000 ft 11 km high #cloud #sunrise pic.twitter.com/gE4sGobPrG";;;#SpiceJet #MorningFlight #flight #cloud #sunrise;"842978116033232897";https://twitter.com/DipenShah18/status/842978116033232897
moulichitturi;2017-03-18 00:35;0;0;"Chennai to Visakhapatnam ( Vizag ) Flight Travel || Spicejet http:// fb.me/1f4kSVDYe";;;;"842814127240298498";https://twitter.com/moulichitturi/status/842814127240298498
anuragkjain;2017-03-17 11:15;1;1;"From Near Shutdown To Retail: Is SpiceJet Taking A Flight Of Fancy? http:// bit.ly/2muxPsl via @boomlive_in";;@boomlive_in;;"842612759032467456";https://twitter.com/anuragkjain/status/842612759032467456
ShussainShakir;2017-03-17 09:18;0;2;"@flyspicejet thank u for helping me catch my flight . I really appreciate the kind gesture of @BLRAirport spicejet ground staff";;@flyspicejet @BLRAirport;;"842583351777083392";https://twitter.com/ShussainShakir/status/842583351777083392
negivipin;2017-03-17 09:08;0;0;". Dear SpiceJet customer (PNR-Z53TRY): Your flight SG 197 on 08-Apr frm Delhi has been rescheduled & will now depart at 6:00 PM.";;;;"842580934071275520";https://twitter.com/negivipin/status/842580934071275520
stanhcl;2017-03-17 07:19;0;0;"bags from spicejet flights from Tuticorin, Kolkata and one more flight were loaded at 1.45pm on Mar 11 at the same time.";;;;"842553423069298688";https://twitter.com/stanhcl/status/842553423069298688
ShivKum47825849;2017-03-16 21:59;0;0;"I was travelling by spicejet and after 4 month of demonitization they r not accepting credit card on flight";;;;"842412393615482880";https://twitter.com/ShivKum47825849/status/842412393615482880
